register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
7cb8e2d41ef437206e87,cross_validator,server.py,4512,0,pattern_kind_miss,                    # ── Bond Yields ────────────────────────────────────────,bond,market_hours.bond;market_hours.bond.BON;market_hours.bond.BON.date;market_hours.bond.BON.isOpen;market_hours.bond.BON.marketType;market_hours.bond.BON.product;market_hours.bond.BON.productName;market_hours.bond.BON.sessionHours;market_hours.bond.BON.sessionHours.postMarket;market_hours.bond.BON.sessionHours.postMarket.*;market_hours.bond.BON.sessionHours.postMarket.*.end;market_hours.bond.BON.sessionHours.postMarket.*.start;market_hours.bond.BON.sessionHours.preMarket;market_hours.bond.BON.sessionHours.preMarket.*;market_hours.bond.BON.sessionHours.preMarket.*.end;market_hours.bond.BON.sessionHours.preMarket.*.start;market_hours.bond.BON.sessionHours.regularMarket;market_hours.bond.BON.sessionHours.regularMarket.*;market_hours.bond.BON.sessionHours.regularMarket.*.end;market_hours.bond.BON.sessionHours.regularMarket.*.start,streaming.content.*.DIVIDEND_YIELD;market_hours.bond;market_hours.bond.BON,V3 G2 cross-validator (CSV vocabulary),UNREVIEWED,,,independent path vs python AST
fd60e0e5c00f05c1c10e,python,server.py,4513,30,PYTHON_GETATTR_SETATTR,getattr(...),getattr,,movers.screeners.*.marketShare;movers.screeners.*.lastPrice;movers.screeners.*,V3 G2 dynamic dispatch,UNREVIEWED,,,
2384917d46cc3c354adc,python,server.py,4513,30,GETATTR_MARKET_LITERAL,"getattr(..., ""tnx_yield"", ...)",tnx_yield getattr,,chains.callExpDateMap.*.rho;chains.callExpDateMap.*.vega;chains.callExpDateMap.*.theta,V3 G1 Python,UNREVIEWED,,,
73667a081138d85fe101,python,server.py,4514,28,PYTHON_GETATTR_SETATTR,getattr(...),getattr,,movers.screeners.*.marketShare;movers.screeners.*.lastPrice;movers.screeners.*,V3 G2 dynamic dispatch,UNREVIEWED,,,
1a4ae27d685637801815,python,server.py,4515,32,PYTHON_GETATTR_SETATTR,getattr(...),getattr,,movers.screeners.*.marketShare;movers.screeners.*.lastPrice;movers.screeners.*,V3 G2 dynamic dispatch,UNREVIEWED,,,
1059df83d7942e73606e,python,server.py,4515,32,GETATTR_MARKET_LITERAL,"getattr(..., ""bond_signal"", ...)",bond_signal getattr,,market_hours.bond.BON;market_hours.bond;market_hours.bond.BON.date,V3 G1 Python,UNREVIEWED,,,
05aee148bb54580cc754,cross_validator,server.py,4516,0,pattern_kind_miss,                    # ── Order Flow Signals ─────────────────────────────────,order flow,,chains.underlying.askSize;chains.underlying.bidSize;chains.underlying.totalVolume,V3 G2 cross-validator (CSV vocabulary),UNREVIEWED,,,independent path vs python AST
d0a652a68802ab8a8a5c,cross_validator,server.py,4517,0,pattern_kind_miss,"                    vol_oi_ratio=_vol_oi_ratio.get(""ratio""),",ratio,instruments.*.fundamental.currentRatio;instruments.*.fundamental.pbRatio;instruments.*.fundamental.pcfRatio;instruments.*.fundamental.peRatio;instruments.*.fundamental.pegRatio;instruments.*.fundamental.prRatio;instruments.*.fundamental.quickRatio;quotes.fundamental.peRatio;streaming.content.*.PE_RATIO,pricehistory.candles.*.volume;instruments.*.fundamental.returnOnEquity;chains.callExpDateMap.*.percentChange,V3 G2 cross-validator (CSV vocabulary),UNREVIEWED,,,independent path vs python AST
578a0ca34d34dc107112,python,server.py,4526,53,PYTHON_GETATTR_SETATTR,getattr(...),getattr,,movers.screeners.*.marketShare;movers.screeners.*.lastPrice;movers.screeners.*,V3 G2 dynamic dispatch,UNREVIEWED,,,
e50580764521b48ac2ad,python,server.py,4526,53,GETATTR_MARKET_LITERAL,"getattr(..., ""option_chain_selection_proof"", ...)",option_chain_selection_proof getattr,,chains.putExpDateMap.*.theoreticalOptionValue;chains.putExpDateMap.*.intrinsicValue;chains.putExpDateMap.*.last,V3 G1 Python,UNREVIEWED,,,
